[2025-04-22 22:25:26] 44m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-xnw48          Stopping container nginx
[2025-04-22 22:36:00] 29m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-dp45j          Pulling image "nginx:latest"
[2025-04-22 22:36:00] 29m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-dp45j          Successfully assigned default/nginx-basic-76dd66bf4f-dp45j to worker7
[2025-04-22 22:36:00] 29m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-dp45j
[2025-04-22 22:36:00] 29m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-dp45j          Successfully pulled image "nginx:latest" in 720ms (720ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:00] 29m         Normal    Started                        pod/nginx-basic-76dd66bf4f-dp45j          Started container nginx
[2025-04-22 22:36:00] 29m         Normal    Created                        pod/nginx-basic-76dd66bf4f-dp45j          Created container nginx
[2025-04-22 22:36:00] 29m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:00] 29m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:00] 15m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-dp45j          Stopping container nginx
[2025-04-22 22:36:00] 10m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lvfpg
[2025-04-22 22:36:00] 10m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-lvfpg          Successfully assigned default/nginx-basic-76dd66bf4f-lvfpg to worker7
[2025-04-22 22:36:00] 10m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:00] 10m         Normal    Started                        pod/nginx-basic-76dd66bf4f-lvfpg          Started container nginx
[2025-04-22 22:36:00] 10m         Normal    Created                        pod/nginx-basic-76dd66bf4f-lvfpg          Created container nginx
[2025-04-22 22:36:00] 10m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-lvfpg          Successfully pulled image "nginx:latest" in 728ms (728ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:00] 10m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-lvfpg          Pulling image "nginx:latest"
[2025-04-22 22:36:00] 10m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:36:00] 10m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:36:10] 55m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-xnw48          Stopping container nginx
[2025-04-22 22:36:10] 50m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:10] 50m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-gmkdm
[2025-04-22 22:36:10] 50m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-gmkdm          Successfully assigned default/nginx-basic-76dd66bf4f-gmkdm to worker7
[2025-04-22 22:36:10] 50m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-gmkdm          Pulling image "nginx:latest"
[2025-04-22 22:36:10] 50m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-gmkdm          Successfully pulled image "nginx:latest" in 731ms (731ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:10] 50m         Normal    Started                        pod/nginx-basic-76dd66bf4f-gmkdm          Started container nginx
[2025-04-22 22:36:10] 50m         Normal    Created                        pod/nginx-basic-76dd66bf4f-gmkdm          Created container nginx
[2025-04-22 22:36:10] 50m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:10] 50m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:10] 35m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-gmkdm          Stopping container nginx
[2025-04-22 22:36:10] 30m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:10] 30m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-dp45j          Pulling image "nginx:latest"
[2025-04-22 22:36:10] 30m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-dp45j          Successfully assigned default/nginx-basic-76dd66bf4f-dp45j to worker7
[2025-04-22 22:36:10] 30m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-dp45j
[2025-04-22 22:36:10] 30m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-dp45j          Successfully pulled image "nginx:latest" in 720ms (720ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:10] 30m         Normal    Started                        pod/nginx-basic-76dd66bf4f-dp45j          Started container nginx
[2025-04-22 22:36:10] 30m         Normal    Created                        pod/nginx-basic-76dd66bf4f-dp45j          Created container nginx
[2025-04-22 22:36:10] 29m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:10] 29m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:10] 16m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-dp45j          Stopping container nginx
[2025-04-22 22:36:10] 11m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lvfpg
[2025-04-22 22:36:10] 11m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-lvfpg          Successfully assigned default/nginx-basic-76dd66bf4f-lvfpg to worker7
[2025-04-22 22:36:10] 11m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:10] 11m         Normal    Started                        pod/nginx-basic-76dd66bf4f-lvfpg          Started container nginx
[2025-04-22 22:36:10] 11m         Normal    Created                        pod/nginx-basic-76dd66bf4f-lvfpg          Created container nginx
[2025-04-22 22:36:10] 11m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-lvfpg          Successfully pulled image "nginx:latest" in 728ms (728ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:10] 11m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-lvfpg          Pulling image "nginx:latest"
[2025-04-22 22:36:10] 10m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:36:10] 10m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:36:20] 55m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-xnw48          Stopping container nginx
[2025-04-22 22:36:20] 50m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:20] 50m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-gmkdm
[2025-04-22 22:36:20] 50m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-gmkdm          Successfully assigned default/nginx-basic-76dd66bf4f-gmkdm to worker7
[2025-04-22 22:36:20] 50m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-gmkdm          Pulling image "nginx:latest"
[2025-04-22 22:36:20] 50m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-gmkdm          Successfully pulled image "nginx:latest" in 731ms (731ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:20] 50m         Normal    Started                        pod/nginx-basic-76dd66bf4f-gmkdm          Started container nginx
[2025-04-22 22:36:20] 50m         Normal    Created                        pod/nginx-basic-76dd66bf4f-gmkdm          Created container nginx
[2025-04-22 22:36:20] 50m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:20] 50m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:20] 35m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-gmkdm          Stopping container nginx
[2025-04-22 22:36:20] 30m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:20] 30m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-dp45j          Pulling image "nginx:latest"
[2025-04-22 22:36:20] 30m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-dp45j          Successfully assigned default/nginx-basic-76dd66bf4f-dp45j to worker7
[2025-04-22 22:36:20] 30m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-dp45j
[2025-04-22 22:36:20] 30m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-dp45j          Successfully pulled image "nginx:latest" in 720ms (720ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:20] 30m         Normal    Started                        pod/nginx-basic-76dd66bf4f-dp45j          Started container nginx
[2025-04-22 22:36:20] 30m         Normal    Created                        pod/nginx-basic-76dd66bf4f-dp45j          Created container nginx
[2025-04-22 22:36:20] 30m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:20] 30m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:20] 16m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-dp45j          Stopping container nginx
[2025-04-22 22:36:20] 11m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lvfpg
[2025-04-22 22:36:20] 11m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-lvfpg          Successfully assigned default/nginx-basic-76dd66bf4f-lvfpg to worker7
[2025-04-22 22:36:20] 11m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:20] 11m         Normal    Started                        pod/nginx-basic-76dd66bf4f-lvfpg          Started container nginx
[2025-04-22 22:36:20] 11m         Normal    Created                        pod/nginx-basic-76dd66bf4f-lvfpg          Created container nginx
[2025-04-22 22:36:20] 11m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-lvfpg          Successfully pulled image "nginx:latest" in 728ms (728ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:20] 11m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-lvfpg          Pulling image "nginx:latest"
[2025-04-22 22:36:20] 10m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:36:20] 10m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:36:30] 56m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-xnw48          Stopping container nginx
[2025-04-22 22:36:30] 51m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:30] 51m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-gmkdm
[2025-04-22 22:36:30] 51m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-gmkdm          Successfully assigned default/nginx-basic-76dd66bf4f-gmkdm to worker7
[2025-04-22 22:36:30] 51m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-gmkdm          Pulling image "nginx:latest"
[2025-04-22 22:36:30] 51m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-gmkdm          Successfully pulled image "nginx:latest" in 731ms (731ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:30] 51m         Normal    Started                        pod/nginx-basic-76dd66bf4f-gmkdm          Started container nginx
[2025-04-22 22:36:30] 51m         Normal    Created                        pod/nginx-basic-76dd66bf4f-gmkdm          Created container nginx
[2025-04-22 22:36:30] 50m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:30] 50m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:30] 35m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-gmkdm          Stopping container nginx
[2025-04-22 22:36:30] 30m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:30] 30m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-dp45j          Pulling image "nginx:latest"
[2025-04-22 22:36:30] 30m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-dp45j          Successfully assigned default/nginx-basic-76dd66bf4f-dp45j to worker7
[2025-04-22 22:36:30] 30m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-dp45j
[2025-04-22 22:36:30] 30m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-dp45j          Successfully pulled image "nginx:latest" in 720ms (720ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:30] 30m         Normal    Started                        pod/nginx-basic-76dd66bf4f-dp45j          Started container nginx
[2025-04-22 22:36:30] 30m         Normal    Created                        pod/nginx-basic-76dd66bf4f-dp45j          Created container nginx
[2025-04-22 22:36:30] 30m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:30] 30m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:30] 16m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-dp45j          Stopping container nginx
[2025-04-22 22:36:30] 11m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lvfpg
[2025-04-22 22:36:30] 11m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-lvfpg          Successfully assigned default/nginx-basic-76dd66bf4f-lvfpg to worker7
[2025-04-22 22:36:30] 11m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:30] 11m         Normal    Started                        pod/nginx-basic-76dd66bf4f-lvfpg          Started container nginx
[2025-04-22 22:36:30] 11m         Normal    Created                        pod/nginx-basic-76dd66bf4f-lvfpg          Created container nginx
[2025-04-22 22:36:30] 11m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-lvfpg          Successfully pulled image "nginx:latest" in 728ms (728ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:30] 11m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-lvfpg          Pulling image "nginx:latest"
[2025-04-22 22:36:30] 11m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:36:30] 11m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:36:40] 56m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-xnw48          Stopping container nginx
[2025-04-22 22:36:40] 51m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:40] 51m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-gmkdm
[2025-04-22 22:36:40] 51m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-gmkdm          Successfully assigned default/nginx-basic-76dd66bf4f-gmkdm to worker7
[2025-04-22 22:36:40] 51m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-gmkdm          Pulling image "nginx:latest"
[2025-04-22 22:36:40] 51m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-gmkdm          Successfully pulled image "nginx:latest" in 731ms (731ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:40] 51m         Normal    Started                        pod/nginx-basic-76dd66bf4f-gmkdm          Started container nginx
[2025-04-22 22:36:40] 51m         Normal    Created                        pod/nginx-basic-76dd66bf4f-gmkdm          Created container nginx
[2025-04-22 22:36:40] 50m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:40] 50m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:40] 35m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-gmkdm          Stopping container nginx
[2025-04-22 22:36:40] 30m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:40] 30m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-dp45j          Pulling image "nginx:latest"
[2025-04-22 22:36:40] 30m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-dp45j          Successfully assigned default/nginx-basic-76dd66bf4f-dp45j to worker7
[2025-04-22 22:36:40] 30m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-dp45j
[2025-04-22 22:36:40] 30m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-dp45j          Successfully pulled image "nginx:latest" in 720ms (720ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:40] 30m         Normal    Started                        pod/nginx-basic-76dd66bf4f-dp45j          Started container nginx
[2025-04-22 22:36:40] 30m         Normal    Created                        pod/nginx-basic-76dd66bf4f-dp45j          Created container nginx
[2025-04-22 22:36:40] 30m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:40] 30m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:40] 16m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-dp45j          Stopping container nginx
[2025-04-22 22:36:40] 11m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lvfpg
[2025-04-22 22:36:40] 11m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-lvfpg          Successfully assigned default/nginx-basic-76dd66bf4f-lvfpg to worker7
[2025-04-22 22:36:40] 11m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:40] 11m         Normal    Started                        pod/nginx-basic-76dd66bf4f-lvfpg          Started container nginx
[2025-04-22 22:36:40] 11m         Normal    Created                        pod/nginx-basic-76dd66bf4f-lvfpg          Created container nginx
[2025-04-22 22:36:40] 11m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-lvfpg          Successfully pulled image "nginx:latest" in 728ms (728ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:40] 11m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-lvfpg          Pulling image "nginx:latest"
[2025-04-22 22:36:40] 11m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:36:40] 11m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:36:50] 56m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-xnw48          Stopping container nginx
[2025-04-22 22:36:50] 51m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:50] 51m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-gmkdm
[2025-04-22 22:36:50] 51m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-gmkdm          Successfully assigned default/nginx-basic-76dd66bf4f-gmkdm to worker7
[2025-04-22 22:36:50] 51m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-gmkdm          Pulling image "nginx:latest"
[2025-04-22 22:36:50] 51m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-gmkdm          Successfully pulled image "nginx:latest" in 731ms (731ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:50] 51m         Normal    Started                        pod/nginx-basic-76dd66bf4f-gmkdm          Started container nginx
[2025-04-22 22:36:50] 51m         Normal    Created                        pod/nginx-basic-76dd66bf4f-gmkdm          Created container nginx
[2025-04-22 22:36:50] 51m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:50] 51m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:50] 35m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-gmkdm          Stopping container nginx
[2025-04-22 22:36:50] 30m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:50] 30m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-dp45j          Pulling image "nginx:latest"
[2025-04-22 22:36:50] 30m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-dp45j          Successfully assigned default/nginx-basic-76dd66bf4f-dp45j to worker7
[2025-04-22 22:36:50] 30m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-dp45j
[2025-04-22 22:36:50] 30m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-dp45j          Successfully pulled image "nginx:latest" in 720ms (720ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:50] 30m         Normal    Started                        pod/nginx-basic-76dd66bf4f-dp45j          Started container nginx
[2025-04-22 22:36:50] 30m         Normal    Created                        pod/nginx-basic-76dd66bf4f-dp45j          Created container nginx
[2025-04-22 22:36:50] 30m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:50] 30m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-22 22:36:50] 16m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-dp45j          Stopping container nginx
[2025-04-22 22:36:50] 11m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lvfpg
[2025-04-22 22:36:50] 11m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-lvfpg          Successfully assigned default/nginx-basic-76dd66bf4f-lvfpg to worker7
[2025-04-22 22:36:50] 11m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:36:50] 11m         Normal    Started                        pod/nginx-basic-76dd66bf4f-lvfpg          Started container nginx
[2025-04-22 22:36:50] 11m         Normal    Created                        pod/nginx-basic-76dd66bf4f-lvfpg          Created container nginx
[2025-04-22 22:36:50] 11m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-lvfpg          Successfully pulled image "nginx:latest" in 728ms (728ms including waiting). Image size: 72403299 bytes.
[2025-04-22 22:36:50] 11m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-lvfpg          Pulling image "nginx:latest"
[2025-04-22 22:36:50] 11m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:36:50] 11m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-22 22:37:00] 56m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-xnw48          Stopping container nginx
[2025-04-22 22:37:00] 51m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-22 22:37:00] 51m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-gmkdm
[2025-04-22 22:37:00] 51m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-gmkdm          Successfully assigned default/nginx-basic-76dd66bf4f-gmkdm to worker7
[2025-04-22 22:37:00] 51m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-gmkdm          Pulling image "nginx:latest"
